company_name,A money,A date,B money,B date,C money,C date,D money,D date,E money,E date,F money,F date,G money,G date,H money,H date,IPO money,IPO Date,Seed Money,Seed Date,Undisclosed Money,Undisclosed Date,Non series Money,Non Series Date,,
Naked Wines,,,,,10000000,22/08/13,,,,,,,,,,,0,0,,,,,,0,10000000,22/08/13
Nakina Systems,,,40000000,19/04/05,,,,,,,,,,,,,0,0,,,,,,0,40000000,19/04/05
Nala,5000000,01/12/10,,,,,,,,,,,,,,,0,0,,,,,,0,5000000,01/12/10
Nalace Corporation,,,,,,,,,,,,,,,,,0,0,19000,19/04/12,,,,0,19000,19/04/12
Naldo,,16/07/14,,,,,,,,,,,,,,,0,0,,,,,,0,,16/07/14
Nallatech,,,,,7860000,16/01/07,,,,,,,,,,,0,0,,,10072089,24/12/02,13/02/06,10000000,27932089,13/01/05
NameCoach,,,,,,,,,,,,,,,,,0,0,,,,,,0,,01/11/14
NameDepot.com,,,,,,,,,,,,,,,,,0,0,,,,,17/09/09,0,,17/09/09
Namely,16750000,11/06/13,48000000,04/11/14,225000000,18/06/15,,,,,,,,,,,0,0,5250000,18/10/12,,,09/11/14,86800000,381800000,24/07/13
NameMedia,,,,,,,,,,,,,,,,,0,0,,,,23/02/05,,0,,23/02/05
Namo Media,,,,,,,,,,,,,,,,,0,0,26250000,01/03/13,,,,0,26250000,01/03/13
Namocart.com,,,,,,,,,,,,,,,,,0,0,4000000,19/11/15,,,,0,4000000,19/11/15
Namogoo,,,,,,,,,,,,,,,,,0,0,,,,,22/02/15,20000000,20000000,22/02/15
Namshi,,,,,13000000,13/05/13,,,,,,,,,,,0,0,,,,,02/10/12,40000000,53000000,15/12/12
Nanameue,,,,,,,,,,,,,,,,,0,0,580000,09/12/13,,,,0,580000,09/12/13
Nanapi,,,,,,,,,,,,,,,,,0,0,2700000,19/07/13,,,,0,2700000,19/07/13
Nanda Technologies,,,,,,,,,,,,,,,,,0,0,,,,,02/01/09,46618694,46618694,02/01/09
Nandi Proteins,,,1100000,28/10/14,,,,,,,,,,,,,0,0,,,2308204,24/02/06,,0,3408204,15/01/09
NanDio,,,,,,,,,,,,,,,,,0,0,,,,,14/12/14,0,,14/12/14
Nangate,20000000,05/04/06,45000000,01/01/07,,,,,,,,,,,,,0,0,,,,,,0,65000000,14/09/06
Nanigans,8850000,15/06/12,72000000,25/03/15,,,,,,,,,,,,,0,0,,,,,,0,80850000,13/02/14
Nanjing Gelan Environmental Protection Equipment,,01/04/06,,,,,,,,,,,,,,,0,0,,,,,,0,,01/04/06
Nanjing Guanya Power Equipment,,,12000000,01/07/10,,,,,,,,,,,,,0,0,,,,,,0,12000000,01/07/10
Nanjing Shouwangxing IT,,,,,,,,,,,,,,,,,0,0,,,,,01/03/13,0,,01/03/13
Nanjing Zhangmen,,,6000000,02/12/09,,,,,,,,,,,,,0,0,,,,,01/12/09,3000000,9000000,01/12/09
Nannuka,,,,,,,,,,,,,,,,,0,0,276938,24/10/14,,,,0,276938,24/10/14
Nano,,,,,681663,01/05/01,,,,,,,,,,,0,0,,,,,,0,681663,01/05/01
Nano Dimension,,,,,,,,,,,,,,,,,0,0,,,,,04/11/15,2200000,2200000,04/11/15
Nano ePrint,,,,,,,,,,,,,,,,,0,0,,,,,01/12/09,1926000,1926000,01/12/09
Nano Meta Technologies,,,,,,,,,,,,,,,,,0,0,,02/07/13,,,,0,,02/07/13
Nano Network Engines,12000000,01/10/06,,,,,,,,,,,,,,,0,0,,,,,,0,12000000,01/10/06
Nano Nouvelle,,,,,,,,,,,,,,,,,0,0,,,,,26/06/15,11100000,11100000,26/06/15
Nano Terra,,,,,,,,,,,,,,,,,0,0,,,,,,0,750000,24/02/11
NanoAvionics,,,,,,,,,,,,,,,,,0,0,224811,13/05/15,,,,0,224811,13/05/15
Nanobebe,,,,,,,,,,,,,,,,,0,0,,01/06/14,,,,0,,01/06/14
Nanobi,,,,,,,,,,,,,,,,,0,0,,,,,03/02/14,0,,03/02/14
NanoBio,,,22000000,08/07/09,,,,,,,,,,,,,0,0,,,,,21/10/06,30000000,58000000,28/01/09
NanoBioDesign,,,,,,,,,,,,,,,,,0,0,,,,,09/07/07,2000000,2000000,09/07/07
Nanobiomatters Industries,,,,,,,,,,,,,,,,,0,0,,,,01/01/08,,0,,01/01/08
Nanobiotix,,,,,55000000,05/05/10,,,,,,,,,,,0,0,,,,,,0,58602480,13/11/10
NanoCarrier Co,,,,,,,,,,,,,,,,,0,0,,,46555627,26/01/12,18/09/15,78036873.04,124592500,21/11/13
Nanochip,,,80000000,08/03/04,115200000,06/03/07,,,,,,,,,,,0,0,,,,,,0,195200000,06/03/06
Nanocloud Software,,,,,,,,,,,,,,,,,0,0,2000000,11/06/15,,,,0,2000000,11/06/15
Nanocomp,,,,,,,,,,,,,,,,,0,0,,,,,29/01/15,0,,29/01/15
NanoCompound,,,3780000,28/06/06,,,,,,,,,,,,,0,0,,,,,,0,3780000,28/06/06
NanoCor Therapeutics,,,6250000,10/09/07,,,,,,,,,,,,,0,0,,,,,,0,6250000,10/09/07
Nanodex,,,,,,,,,,,,,,,,,0,0,,,405157,04/04/14,,0,405157,04/04/14
Nanofactory Instruments,4140000,14/11/08,,,,,,,,,,,,,,,0,0,,,,,,0,4140000,14/11/08
Nanoference,,,,,,,,,,,,,,,,,0,0,,,,25/05/10,,0,,25/05/10
Nanofiber Solutions,,,,,,,,,,,,,,,,,0,0,,23/04/12,,,,0,,23/04/12
Nanoflex,,,,,,,,,,,,,,,,,0,0,,,,21/06/12,,0,,21/06/12
Nanoget,,,,,,,,,,,,,,,,,0,0,,31/08/15,,,,0,,31/08/15
NanoGram,,,,,448000000,15/01/08,,,,,,,,,,,0,0,,,,,18/01/06,130900000,578900000,17/05/07
NanoGram Devices Corporation,,,,,,,,,,,,,,,,,0,0,,,,,07/02/03,55200000,55200000,07/02/03
nanoGriptech,,,,,,,,,,,,,,,,,0,0,,09/02/15,,,,0,,09/02/15
NanoH2O,,,,,,,,,,,,,,,,,0,0,,,,,10/06/10,488500000,488500000,06/10/11
NanoHorizons,,,13400000,04/06/08,,,,,,,,,,,,,0,0,,,,,,0,13400000,04/06/08
NanoHybrids,,,,,,,,,,,,,,,,,0,0,,,,,,0,,18/08/11
NanoInk,,,,,,,,,88000000,06/01/12,,,,,,,0,0,,,,,,0,88000000,06/01/12
Nanoledge,,,,,,,,,,,,,,,,,0,0,,,,,01/01/08,3200000,3200000,01/01/08
Nanolike,,,,,,,,,,,,,,,,,0,0,1699378,31/12/14,,,,0,1699378,31/12/14
NanoLinea,,,,,,,,,,,,,,,,,0,0,,09/03/15,,,,0,,09/03/15
Nanolive,,,,,,,,,,,,,,,,,0,0,,,3049871,01/04/14,,0,3049871,01/04/14
NanoMas Technologies,,,,,,,,,,,,,,,,,0,0,,,,,13/11/08,9600000,9600000,13/11/08
Nanomech,,,36000000,17/09/14,,,,,,,,,,,,,0,0,,,,,,0,36000000,17/09/14
"Nanomed Skincare, Inc. (Suzhou Natong)",,,,,,,,,,,,,,,,,0,0,,,,,01/01/10,0,,01/01/10
Nanomedical Diagnostics,1600000,13/10/15,,,,,,,,,,,,,,,0,0,,,,,22/04/15,300000,1900000,18/07/15
Nanomix,,,15000000,10/02/04,96000000,08/03/05,,,,,,,,,,,0,0,,,,,,0,111000000,28/10/04
nanoMR,16500000,27/06/08,52000000,19/07/11,,,,,,,,,,,,,0,0,,,,,,0,68500000,27/03/10
NanoNexus,,,,,84000000,07/11/03,,,,,,,,,,,0,0,,,,,,0,84000000,07/11/03
NanoNord,,,,,,,,,,,,,,,,,0,0,,,,,25/08/06,5140000,5140000,25/08/06
NANOO COMPANY Inc.,,,,,,,,,,,,,,,,,0,0,150000,12/11/14,,,,0,150000,12/11/14
Nanoogo,,,,,,,,,,,,,,,,,0,0,150000,01/06/12,,,03/11/12,0,150000,17/08/12
NanoOpto,,,42000000,10/09/03,60000000,23/03/05,30000000,19/06/06,,,,,,,,,0,0,,,,,,0,132000000,13/02/05
NanoOptoMetrics,,,,,,,,,,,,,,,,,0,0,,,,,,0,68777,17/12/13
NanoPack,,,,,,,,,,,,,,,,,0,0,,,,,24/11/08,4400000,4400000,24/11/08
NanoPass Technologies,,,19500000,18/02/07,,,,,,,,,,,,,0,0,,,,,,0,19500000,18/02/07
nanoPay inc.,,,,,,,,,,,,,,,,,0,0,339805,05/10/13,,,,0,339805,05/10/13
Nanophthalmics,,,,,,,,,,,,,,,,,0,0,100000,01/09/12,,,,0,100000,01/09/12
NanoPowers,13500000,01/06/10,,,,,,,,,,,,,,,0,0,,,,,,0,13500000,01/06/10
NanoQuan,,,,,,,,,,,,,,,,,0,0,30000,01/03/15,,,,0,30000,01/03/15
NanoRacks,5200000,01/06/13,,,,,,,,,,,,,,,0,0,,01/06/11,,,,0,5200000,30/09/12
Nanoradio,46080000,25/05/05,46040000,19/06/06,135000000,08/06/07,,,,,,,,,,,0,0,,,,,26/12/08,253689368.2,480809368.2,13/12/07
nanoRep,,01/08/14,,,,,,,,,,,,,,,0,0,,,,,,0,,01/08/14
nanoRETE,,,,,,,,,,,,,,,,,0,0,,,,,23/05/15,50000,50000,23/05/15
Nanorex,,,,,,,,,,,,,,,,,0,0,,,,01/01/11,,0,,01/01/11
NanoSight,,,,,,,,,,,,,,,,,0,0,,,2982954,01/11/08,,0,2982954,01/11/08
Nanosolar,15000000,24/06/03,80000000,01/05/05,975000000,01/06/06,3300000000,01/03/08,,,,,,,,,0,0,,,,,01/04/12,310000000,4700000000,28/05/07
Nanosphere,,,,,15000000,06/01/03,,,,,,,,,,,0,0,,,,,,0,15000000,06/01/03
NanoStatics Corporation,,16/03/07,,,,,,,,,,,,,,,0,0,,,,,,0,,16/03/07
NanoSteel,,,16000000,21/08/09,37000000,30/04/12,,,,,,,,,,,0,0,,,,,,0,53000000,03/04/11
Nanostellar,15000000,24/06/04,,,,,,,21150000,27/02/08,,,,,,,0,0,,,,,,0,36150000,09/11/05
Nanostim,,,,,,,,,,,,,,,,,0,0,,,,,27/01/13,58502724,58502724,27/01/13
Nanostream Inc.,,,,29/03/01,88000000,04/06/03,,,,,,,,,,,0,0,,,,,,0,88000000,27/06/02
NanoString Technologies,,,17000000,26/06/07,90000000,14/06/09,120000000,07/11/11,107100000,03/12/12,,,,,,,0,0,,,,,21/02/10,23050000,387150000,01/03/11
Nanosys,,,390000000,24/04/03,,,664000000,09/11/05,31000000,26/10/10,30000000,26/11/12,,,,,0,0,,,,02/06/15,,0,1126000000,22/11/05
Nanotech Partners,,,,,,,,,,,,,,,,,0,0,,,,,24/09/02,4052993,4052993,24/09/02
Nanotech Semiconductor,,,17000000,30/05/06,,,,,,,,,,,,,0,0,,,,,12/08/08,10000000,27000000,22/02/07
Nanotechnologies,,,,,,,,,,,,,,,,,0,0,,,,,16/04/04,30000000,30000000,16/04/04
Nanotecture,,,,,27280000,04/05/05,,,,,,,,,,,0,0,,,,,,0,27280000,04/05/05
Nanotether Discovery Services,,,,,,,,,,,,,,,,,0,0,6907906,20/08/12,,,,0,6907906,20/08/12
Nanotex,175000000,08/03/05,,,,,,,,,,,,,,,0,0,,,,,,0,175000000,08/03/05
Nanotherapeutics,,,,,,,,,,,,,,,,,0,0,,,,,,0,38000000,29/07/14
nanoTherics,,07/05/08,,,,,,,,,,,,,,,0,0,,,3484378,28/09/10,,0,3484378,10/12/09
Nanotherm,,,,,,,,,,,,,,,,,0,0,,,,,17/11/11,0,,17/11/11
Nanotion,,,,,,,,,,,,,,,,,0,0,,,,,01/11/11,2741352,2741352,01/11/11
Nanotron Technologies,,,,,,,,,,,,,,,,,0,0,,,,,19/01/08,128350000,128350000,19/01/08
Nanotronics Imaging,,,7000000,15/12/13,,,,,,,,,,,,,0,0,,,,,,0,7000000,15/12/13
NanoTune,3120000,01/12/07,,,,,,,,,,,,,,,0,0,,,,,,0,3120000,01/12/07
NanoVasc,9400000,31/03/08,,,,,,,,,,,,,,,0,0,,,,,,0,9400000,31/03/08
NanoVelos,,01/02/13,,,,,,,,,,,,,,,0,0,,,,,,0,,01/02/13
Nanovi,,,,,,,,,,,,,,,,,0,0,771960,22/11/13,,08/05/13,,0,771960,13/07/13
NanoViricides,,,,,,,,,,,,,,,,,0,0,,,,,29/06/12,5000000,11000000,18/10/12
NanoVision Diagnostics,,,,,,,,,,,,,,,,,0,0,,,,,10/01/15,3000000,3000000,10/01/15
Nanowear Inc.,,,,,,,,,,,,,,,,,0,0,3000000,10/09/14,,,,0,3000000,10/09/14
Nanox,,,9000000,28/07/03,,,,,,,,,,,,,0,0,,,,,,0,9000000,28/07/03
Nantero,30000000,01/10/01,42000000,01/09/03,75000000,01/03/05,70000000,28/11/12,126000000,02/06/15,,,,,,,0,0,,,,,11/08/15,37568080,380568080,03/02/09
NantHealth,,,320000000,07/10/14,,,,,,,,,,,,,0,0,,,,25/10/12,01/09/14,495000000,815000000,17/05/14
NantMobile,,,,,,,,,,,,,,,,,0,0,,,,,18/07/14,30000000,30000000,18/07/14
NantWorks,,,,,,,,,,,,,,,,,0,0,,,,,25/07/12,125000000,125000000,25/07/12
Nanushka,,01/05/12,,,,,,,,,,,,,,,0,0,,,,,,0,,01/05/12
Nanya Technology Corporation,,,,,,,,,,,,,,,,,0,0,,,,07/09/12,,0,,07/09/12
Naonext,,,,,,,,,,,,,,,,,0,0,170000,22/07/13,,,,0,170000,22/07/13
Naow,,,,,,,,,,,,,,,,,0,0,565000,01/09/13,,,,0,565000,01/09/13
Napatech,,,,,15000000,08/03/07,,,,,,,,,,,0,0,,,,,08/07/05,20068524,35068524,28/12/05
Napera Networks,6000000,29/11/08,,,,,,,,,,,,,,,0,0,,,,,,0,6000000,29/11/08
Naplyrics.com,,,,,,,,,,,,,,,,,0,0,250000,01/08/11,,,,0,250000,01/08/11
Nara Logics,26000000,15/10/14,,,,,,,,,,,,,,,0,0,,,,,,0,26000000,15/10/14
Narad Networks,,,162500000,15/11/02,,,,,,,,,,,,,0,0,,,,,21/02/07,40000000,202500000,03/02/04
Naritiv,,,,,,,,,,,,,,,,,0,0,22920000,22/12/14,,,,0,22920000,22/12/14
Narr8,4000000,01/09/12,5000000,01/02/13,,,,,,,,,,,,,0,0,,,,,,0,9000000,16/11/12
Narrable,,,,,,,,,,,,,,,,,0,0,495000,21/01/12,,,,0,495000,21/01/12
Narragansett Beer,,01/11/05,,01/09/06,,,,,,,,,,,,,0,0,,,,,,0,,02/04/06
Narratif,,,,,,,,,,,,,,,,,0,0,794109,26/07/13,,,,0,794109,26/07/13
Narrative,9000000,03/10/13,32000000,04/09/14,,,,,,,,,,,,,0,0,2025000,03/07/12,,,,0,43025000,30/09/13
Narrative Science,,,6000000,01/01/11,46000000,10/09/13,40000000,28/11/14,,,,,,,,,0,0,,,,,05/04/13,550000,92550000,12/11/13
Narrative Visualization,,,,,,,,,,,,,,,,,0,0,40000,01/06/15,,,,0,40000,01/06/15
NarrativeDx,,,,,,,,,,,,,,,,,0,0,3250000,08/06/15,,,,0,3250000,08/06/15
"NarrativeWave, Inc.",,,,,,,,,,,,,,,,,0,0,1225000,13/12/14,,,,0,1225000,13/12/14
Narrato,,,,,,,,,,,,,,,,,0,0,91606,01/05/13,,,01/11/13,81828,173434,01/08/13
Narsys Mobile,,,,,,,,,,,,,,,,,0,0,50000,01/03/15,,,,0,50000,01/03/15
Narus,,,,,,,,,,,,,,,,,0,0,,,,,12/07/08,133500000,133500000,12/07/08
Narvalous,,,,,,,,,,,,,,,,,0,0,,,,,26/02/15,6900000,6900000,26/02/15
Narvar,60000000,27/08/15,,,,,,,,,,,,,,,0,0,8000000,01/06/14,,,,0,68000000,27/02/15
Narvii,,,,,,,,,,,,,,,,,0,0,,,,,25/09/15,6500000,6500000,25/09/15
Narzana Technologies,,,,,,,,,,,,,,,,,0,0,,,,,19/10/06,1500000,1500000,19/10/06
NasÛ±l TV,564971,30/01/13,,,,,,,,,,,,,,,0,0,,,,,,0,564971,30/01/13
Nascentric,,,12400000,16/06/06,28800000,12/09/07,,,,,,,,,,,0,0,,,,,,0,41200000,14/04/07
Naseeb Networks,,,4000000,02/02/08,13000000,21/05/15,,,,,,,,,,,0,0,,,,01/04/12,01/12/03,0,17000000,29/07/09
Nashangban,12000000,12/02/15,,,,,,,,,,,,,,,0,0,,,,,,0,12000000,12/02/15
Nasseo,,,,,,,,,,,,,,,,,0,0,520000,17/02/13,,,,0,520000,17/02/13
Nasty Gal,9000000,05/03/12,40000000,26/08/12,32000000,26/02/15,,,,,,,,,,,0,0,,,,,,0,81000000,13/10/13
Nasuni,16000000,14/12/09,45000000,20/12/10,90000000,20/09/13,,,,,,,,,,,0,0,,,,,,0,151000000,13/04/12
Nasza-klasa.pl,630000,01/01/07,55000000,01/01/08,,,,,,,,,,,,,0,0,,,,,,0,55630000,02/07/07
NATCO Group,,,,,,,,,,,,,,,,,0,0,,,,,,0,15000000,17/03/03
Natera,8000000,05/12/08,18000000,07/01/09,12000000,01/11/10,60000000,06/01/12,327600000,01/05/13,388500000,06/04/15,,,,,0,0,,,,,,0,816100000,08/08/12
National Banana,,01/06/07,,,,,,,,,,,,,,,0,0,,,,,,0,,01/06/07
National Billing Partners,1000000,16/06/10,,,,,,,,,,,,,,,0,0,,,,,,0,1000000,16/06/10
National Funding,,,,,,,,,,,,,,,,,0,0,,,,,,0,75000000,13/10/15
National Medical Solutions,,,,,,,,,,,,,,,,,0,0,,,,,06/12/05,6000000,6000000,06/12/05
National Payment Network,4930000,12/09/07,,01/01/09,,,,,,,,,,,,,0,0,,,,,,0,4930000,03/09/08
National Prostaff,,,,,,,,,,,,,,,,,0,0,,,,,,0,,01/03/15
National Technologies,,,,,,,,,,,,,,,,,0,0,,,,,16/10/15,0,,16/10/15
National Veterinary Associates,,,,,,,,,,,,,,,,,0,0,,,,,01/05/07,128000000,128000000,01/05/07
NationalField,,,,,,,,,,,,,,,,,0,0,,,,,30/10/12,3000000,3000000,30/10/12
NationBuilder,56250000,08/03/12,40000000,06/06/13,,,,,,,,,,,,,0,0,1500000,11/05/11,,,,0,97750000,27/05/12
NationWide Primary Healthcare Services,,,,,,,,,,,,,,,,,0,0,,,,,,0,1000000,25/09/13
Native,,,,,,,,,,,,,,,,,0,0,118000,14/07/14,,,,0,118000,14/07/14
Native Networks,,,,,92000000,18/07/03,,,,,,,,,,,0,0,,,,,,0,92000000,18/07/03
Native Tap,,,,,,,,,,,,,,,,,0,0,100000,01/11/14,,,,0,100000,01/11/14
Native5,,,,,,,,,,,,,,,,,0,0,,,,,22/09/15,0,,22/09/15
NativeAD,,,,,,,,,,,,,,,,,0,0,14450000,30/07/14,,,,0,14450000,30/07/14
NativeEnergy,,02/09/07,,,,,,,,,,,,,,,0,0,,,,07/08/11,,0,,19/08/09
NativeX,,,,,,,,,,,,,,,,,0,0,,,,,01/05/00,0,,01/05/00
Nativo,26700000,09/04/13,120000000,30/06/15,,,,,,,,,,,,,0,0,,,,,07/06/10,1800000,148500000,29/01/14
Natrix Separations,5100000,26/09/05,76000000,03/09/08,,,,,,,,,,,,,0,0,,,,,,0,81100000,01/06/07
Natter,,,,,,,,,,,,,,,,,0,0,,23/03/15,,,,0,,23/03/15
Nattr,,,,,,,,,,,,,,,,,0,0,,01/12/14,,,,0,,01/12/14
Natue,,,,,,,,,,,,,,,,,0,0,,01/01/13,,,,0,,01/01/13
Natural Cleaners Colorado,1900000,27/08/08,,,,,,,,,,,,,,,0,0,,,,,,0,1900000,27/08/08
Natural Convergence,,,54685482,06/08/04,70000000,21/11/06,,,,,,,,,,,0,0,,,,,,0,124685482,30/10/05
Natural Dentist,,,,17/11/06,,,,,,,,,,,,,0,0,,,,,,0,,17/11/06
Natural Immune Products Limited,,,,,,,,,,,,,,,,,0,0,,,,,,0,277689.9446,17/10/14
Natural Insight,,,,,,,,,,,,,,,,,0,0,,,,21/12/06,,0,,21/12/06
Naturally Yours,,,,,,,,,,,,,,,,,0,0,,07/10/15,,,,0,,07/10/15
NaturalMotion,,,11000000,21/06/12,,,,,,,,,,,,,0,0,,,,01/03/06,01/02/01,0,11000000,29/07/06
NaturalPath Media,,,,,,,,,,,,,,,,,0,0,,,,,01/12/06,500000,500000,01/12/06
Nature republic,,,,,,,,,,,,,,,,,0,0,,,,21/04/15,,0,,21/04/15
Natureäó»s Variety,,,,,,,,,,,,,,,,,0,0,,,,18/07/14,,0,,18/07/14
NatureBox,25500000,23/07/13,54000000,14/04/14,210000000,05/05/15,,,,,,,,,,,0,0,6000000,12/12/12,,,,0,295500000,11/05/14
NatureBridge,,,,,,,,,,,,,,,,,0,0,,,,,,0,4000000,04/01/11
NaturVention,,,,,,,,,,,,,,,,,0,0,,,,,19/08/14,4407993,4407993,19/08/14
NAU Country Insurance Company,,,,,,,,,,,,,,,,,0,0,,,,,27/05/05,0,,27/05/05
Nauchime.org,,,,,,,,,,,,,,,,,0,0,6597,01/01/13,,,,0,6597,01/01/13
Naurex,108000000,11/05/11,266000000,17/12/12,,,,,,,,,,,,,0,0,,,,,,0,374000000,21/03/12
Nautal,,,,,,,,,,,,,,,,,0,0,501222,06/02/14,,,,0,501222,06/02/14
Nautilus Biotech,,,,,,,,,,,,,,,,,0,0,,,,,14/05/06,94617600,94617600,14/05/06
Nautilus Neurosciences,17755532,12/04/10,,,,,,,,,,,,,,,0,0,,,,,,0,17755532,12/04/10
Nautilus Solar Energy,,,,,,,,,,,,,,,,,0,0,,,,,12/01/08,50000000,89000000,12/07/11
Nautit,,,,,,,,,,,,,,,,,0,0,328083,25/08/13,,,,0,328083,25/08/13
Nav,13000000,04/11/14,,,,,,,,,,,,,,,0,0,,15/05/13,,,,0,13000000,16/12/13
navabi,,,,,38598000,02/12/13,86853303,21/01/15,,,,,,,,,0,0,814250,01/08/10,,,09/12/11,5600000,131865553,27/06/13
Navajo Systems,,,,,,,,,,,,,,,,,0,0,,05/11/09,,,,0,,05/11/09
Navarik,,,,,,,,,,,,,,,,,0,0,,,,,30/04/08,1000000,1000000,30/04/08
Navarro Discount Pharmacy,,,,,,,,,,,,,,,,,0,0,,,,,05/01/07,0,,05/01/07
Navdy,140000000,16/04/15,,,,,,,,,,,,,,,0,0,65000000,01/10/14,,,,0,205000000,21/12/14
Navegg,,14/02/11,,,,,,,,,,,,,,,0,0,,01/07/10,,,,0,,15/09/10
Navendis,,,,,,,,,,,,,,,,,0,0,132694,30/07/13,,,,0,132694,30/07/13
Navent,,,60000000,13/11/12,20000000,15/08/14,,,,,,,,,,,0,0,,,,,,0,80000000,14/06/13
Navera,,29/09/14,40000000,21/10/14,,,,,,,,,,,,,0,0,,,,04/05/11,,0,40000000,20/04/14
Naverus,,,,,20000000,28/02/08,8000000,17/04/09,,,,,,,,,0,0,,,,,,0,28000000,22/09/08
Navetas Energy Management,,,17370000,07/06/10,,,,,,,,,,,,,0,0,,,,,,0,17370000,07/06/10
Navic Networks,2000000,14/02/00,60000000,07/06/00,80000000,26/02/01,,,,,,,,,,,0,0,,,,,,0,142000000,02/10/00
Navidea Biopharmaceuticals,,,,,,,,,,,,,,,,,90000000,40457,,,,,,0,90000000,07/10/14
Navidog,,01/06/09,,01/09/10,32290000,01/04/12,,,,,,,,,,,0,0,,,,,,0,32290000,26/03/10
NaviExpert,155000,27/10/06,,,,,,,,,,,,,,,0,0,,,,,,0,155000,27/10/06
Navigat Group,,,,,,,,,,,,,,,,,0,0,,,,,17/03/14,67000000,67000000,17/03/14
Navigating Cancer,,,,,30000000,20/08/15,,,,,,,,,,,0,0,,,,,,0,32250000,28/11/14
Navigenics,,,,,54000000,04/02/10,,,,,,,,,,,0,0,,,,,07/11/07,100000000,154000000,23/10/08
NaviHealth,,,,,,,,,,,,,,,,,0,0,12299997,01/06/13,,25/04/13,,0,12299997,17/05/13
NaviMedix,,,,,189000000,08/08/01,,,,,,,,,,,0,0,,,,,,0,189000000,08/08/01
Navin,,,,,,,,,,,,,,,,,0,0,,,,,08/04/13,0,,08/04/13
Navini Networks,,,,,,,,,80520000,10/08/05,100000000,23/05/07,,,,,0,0,,,,,21/06/06,17500000,198020000,05/02/06
Navis Holdings,,,,,,,,,,,,,,,,,0,0,,,,25/11/98,,0,,25/11/98
Naviscan,,,,,60000000,03/05/07,,,,,,,,,,,0,0,,,,,,0,60000000,03/05/07
Naviswiss,2302216,20/12/13,,,,,,,,,,,,,,,0,0,,,,,,0,2302216,20/12/13
Navita,,,,,,,,,,,,,,,,,0,0,,,,31/07/14,,0,,31/07/14
Navitas Midstream Partners,,,,,,,,,,,,,,,,,0,0,,,,,05/06/14,500000000,500000000,05/06/14
NAVITIME JAPAN,,,,,,,,,,,,,,,,,0,0,,,,01/11/00,,0,,01/11/00
Navitor Pharmaceuticals,94000000,19/06/14,,,,,,,,,,,,,,,0,0,,,,,,0,94000000,19/06/14
Navmii,6232892,16/07/12,,,,,,,,,,,,,,,0,0,4500000,01/08/09,,,,0,10732892,27/07/10
NavPrescience,,,,,,,,,,,,,,,,,0,0,25000,06/01/09,,,,0,25000,06/01/09
NavTech,,,,,,,,,,,,,,,,,0,0,,,,,11/06/13,0,,11/06/13
NAVX,3951000,30/12/06,,,,,,,,,,,,,,,0,0,,,,,,0,3951000,30/12/06
Naya Health,,,,,,,,,,,,,,,,,0,0,,01/07/15,,,27/11/14,0,,09/12/14
Nayam Innovations,,,,,,,,,,,,,,,,,0,0,100000,14/05/15,,,,0,100000,14/05/15
Nayatek,,18/12/08,,,,,,,,,,,,,,,0,0,,,,,,0,,18/12/08
Nayi Disha Studios,,,,,,,,,,,,,,,,,0,0,320000,13/04/15,,,,0,320000,13/04/15
Naymit,,,,,,,,,,,,,,,,,0,0,27034,01/10/13,,,,0,27034,01/10/13
Naytev,,,,,,,,,,,,,,,,,0,0,240000,22/09/14,,,,0,240000,22/09/14
NAZAR,,,,,,,,,,,,,,,,,0,0,200000,01/02/14,,,,0,200000,01/02/14
Nazara Technologies,1500000,19/10/05,7000000,27/12/07,,,,,,,,,,,,,0,0,,,,,,0,8500000,22/11/06
NBA Math Hoops,,,,,,,,,,,,,,,,,0,0,50000,26/01/14,,,,0,50000,26/01/14
NBD Nanotechnologies Inc,10400000,14/08/14,,,,,,,,,,,,,,,0,0,2000000,24/01/13,,,23/08/12,1208000,13608000,04/09/13
NBE Tech,,,,,,,,,,,,,,,,,0,0,,,,09/03/07,,0,,09/03/07
NBE-Therapeutics,3097541,24/03/15,,,,,,,,,,,,,,,0,0,,,,,,0,3097541,24/03/15
NBI Development,27500000,04/12/06,,,,,,,,,,,,,,,0,0,,,,,,0,27500000,04/12/06
NBO TV,,,,,10000000,21/07/10,8000000,20/08/10,,,,,,,,,0,0,,,,,,0,18000000,05/08/10
nCarbon,,,,,,,,,,,,,,,,,0,0,,,,,,0,,20/12/13
nChannel,12000000,30/04/13,,,,,,,,,,,,,,,0,0,,,,,,0,12000000,30/04/13
nCino,7290000,11/06/13,206999991,21/10/14,,,,,,,,,,,,,0,0,,,,,,0,214289991,26/04/14
nCircle Network Security,,,79100000,31/08/01,160000000,11/10/02,,,,,,,,,,,0,0,,,,,05/01/06,65000000,304100000,15/06/03
Ncite Neuromedia,,,,,,,,,,,,,,,,,0,0,38924,01/01/15,,,,0,38924,01/01/15
NComputing,8000000,18/10/06,,,,,,,,,,,,,,,0,0,,,,,21/06/10,171200000,179200000,04/01/10
NConnex,,,,,,,,,,,,,,,,,0,0,,,,,01/03/13,0,,01/03/13
nContact Surgical,,,,,,,32000000,10/11/10,,,,,,,,,0,0,,,,,,0,52000000,12/03/12
"nCrowd, Inc.",35000000,01/05/11,,,,,,,,,,,,,,,0,0,100000,02/05/13,,,,0,35100000,31/08/11
