company_name,A money,A date,B money,B date,C money,C date,D money,D date,E money,E date,F money,F date,G money,G date,H money,H date,IPO money,IPO Date,Seed Money,Seed Date,Undisclosed Money,Undisclosed Date,Non series Money,Non Series Date,,
MxEnergy,,,,,,,,,,,,,,,,,0,0,,,,,29/07/04,62000000,62000000,29/07/04
mxHero,,,,,,,,,,,,,,,,,0,0,4775000,13/09/13,,,,0,4775000,13/09/13
Mximo,,,,,,,,,,,,,,,,,0,0,500000,01/12/12,,,,0,500000,01/12/12
MXP4,13000000,09/03/07,,,12000000,26/04/10,,,,,,,,,,,0,0,,,,,06/12/09,17400000,42400000,30/06/09
My 1%,10000000,01/05/11,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,01/05/11
My Ad Box,,,,,,,,,,,,,,,,,0,0,,,,,01/06/08,50000,50000,01/06/08
My Clearance Rack,,,,,,,,,,,,,,,,,0,0,15000,01/11/14,,,,0,15000,01/11/14
My Damn Channel,3200000,31/08/07,13200000,09/08/10,,,,,,,,,,,,,0,0,,,,,10/06/12,1055804,17455804,22/09/10
My Dealer Service,,,,,,,,,,,,,,,,,0,0,290000,09/06/15,,,,0,290000,09/06/15
My Dentist,,,,,,,,,,,,,,,,,0,0,,,,19/10/10,,0,,19/10/10
My Digital Life,,,,,,,,,,,,,,,,,0,0,,01/01/08,,,,0,,01/01/08
My Digital Shield,,,,,,,,,,,,,,,,,0,0,800000,11/10/14,,,,0,800000,11/10/14
My Dog Bowl,,,,,,,,,,,,,,,,,0,0,,08/07/13,,,,0,,08/07/13
My Energiy Solution,,,,,,,,,,,,,,,,,0,0,,,,01/01/14,,0,,01/01/14
My eStore App,,,,,,,,,,,,,,,,,0,0,,01/01/11,,,,0,,01/01/11
My Fit Foods,,,,,,,,,,,,,,,,,0,0,,,,29/07/15,,0,,29/07/15
My Health Direct,4934196,23/12/09,8000000,05/04/11,,,,,,,,,,,,,0,0,,,,,08/10/14,24000000,36934196,19/10/12
My Hood,,,,,,,,,,,,,,,,,0,0,40000,06/09/13,,,,0,40000,06/09/13
My Pick Box,,,,,,,,,,,,,,,,,0,0,,,265064,11/06/13,,0,265064,11/06/13
My Sourcebox,,,,,,,,,,,,,,,,,0,0,,,,04/03/08,,0,,04/03/08
My Sports Box,,,,,,,,,,,,,,,,,0,0,,01/12/13,,,,0,,01/12/13
My Table,,,,,,,,,,,,,,,,,0,0,,23/08/15,,,,0,,23/08/15
My Taxi India,,,,,,,,,,,,,,,,,0,0,1000000,10/08/15,,,,0,1000000,10/08/15
My Visual Brief,,,,,,,,,,,,,,,,,0,0,40000,25/11/13,,,,0,40000,25/11/13
My-Apps,1500000,03/12/12,,,,,,,,,,,,,,,0,0,150000,01/05/12,,,,0,1700000,06/06/12
My-Hammer,,,,,,,,,,,,,,,,,0,0,,,,,17/06/08,3200000,3200000,17/06/08
My-wardrobe.com,9000000,05/07/10,,,,,,,,,,,,,,,0,0,,,,,,0,9000000,05/07/10
My1login,,,,,,,,,,,,,,,,,0,0,4500000,17/11/12,,,,0,4500000,17/11/12
my3Dreams,,,,,,,,,,,,,,,,,0,0,40000,01/06/14,,,,0,40000,01/06/14
my4oneone,,,,,,,,,,,,,,,,,0,0,,,,,01/03/11,0,,01/03/11
myAchy,,,,,,,,,,,,,,,,,0,0,60000,16/07/12,,,10/04/11,25000,85000,27/11/11
MyActivityPal,5000000,27/01/14,,,,,,,,,,,,,,,0,0,,,,,,0,5000000,27/01/14
MyAGENT,,,,,,,,,,,,,,,,,0,0,25000,30/06/14,,,,0,25000,30/06/14
Myagi,,,,,,,,,,,,,,,,,0,0,469533,20/06/14,,,,0,469533,20/06/14
Myandb,,,,,,,,,,,,,,,,,0,0,30968,31/05/13,,,,0,30968,31/05/13
myaNUMBER,,,,,,,,,,,,,,,,,0,0,35000,05/09/14,,,,0,35000,05/09/14
myband.is,,,,,,,,,,,,,,,,,0,0,,,,,02/06/12,39273,39273,02/06/12
Mybandstock,,,,,,,,,,,,,,,,,0,0,,,,,01/05/10,0,,01/05/10
Mybank,,,,,,,,,,,,,,,,,0,0,,,,,07/07/13,0,,07/07/13
myBarrister,,,,,,,,,,,,,,,,,0,0,,,,,,0,314905,03/06/14
MyBaze,,,,,,,,,,,,,,,,,0,0,2582166,17/09/14,,,,0,2582166,17/09/14
MyBenefitSource,,,,,,,,,,,,,,,,,0,0,,,,,28/09/01,2850000,2850000,28/09/01
myBestHelper,,,,,,,,,,,,,,,,,0,0,75000,27/05/13,,,12/02/12,25000,100000,21/12/12
MyBuilder,,,,,,,,,,,,,,,,,0,0,68525,30/12/07,,,21/09/09,350000,418525,29/03/08
MyBusTickets,,,,,,,,,,,,,,,,,0,0,,,,,22/01/14,0,,22/01/14
MyBuys,5600000,21/02/07,20000000,08/10/07,60000000,04/03/11,,,,,,,,,,,0,0,,,,,,0,90100000,22/08/09
MyCabbage,,,,,,,,,,,,,,,,,0,0,,,600000,28/02/11,23/08/12,1900000,2500000,24/02/12
MyCadbox,,,,,,,,,,,,,,,,,0,0,,,,,01/01/13,11874600,11874600,01/01/13
myCampusTutors,,,,,,,,,,,,,,,,,0,0,,15/10/13,,,,0,,15/10/13
MyCare,,,,,,,,,,,,,,,,,0,0,1000000,02/02/12,,,11/10/12,1500000,2500000,19/07/12
MyCarGossip,,,,,,,,,,,,,,,,,0,0,,,,,,0,48632,01/01/13
myCFO,978000,29/06/15,,,,,,,,,,,,,,,0,0,,,,,,0,978000,29/06/15
Mychebao.com,10000000,11/09/14,250000000,10/08/15,,,,,,,,,,,,,0,0,,,,,,0,260000000,15/06/15
MyCheck,8400000,01/08/13,5000000,29/03/15,,,,,,,,,,,,,0,0,1700000,01/01/12,,,,0,15100000,07/08/13
MyChild,,,,,,,,,,,,,,,,,0,0,905480,10/01/14,,,,0,905480,10/01/14
MyChurch,,,,,,,,,,,,,,,,,0,0,,01/06/09,,,,0,,01/06/09
MyCircles,,,,,,,,,,,,,,,,,0,0,88000,28/07/14,,,,0,88000,28/07/14
Mycity4kids,,19/06/12,,,,,,,,,,,,,,,0,0,,,,,,0,,19/06/12
MyCityWay,15000000,25/02/11,,,,,,,,,,,,,,,0,0,3000000,25/05/10,,,,0,18000000,10/10/10
myCleaner,,,,,,,,,,,,,,,,,0,0,,,,,13/08/15,0,,13/08/15
MycoDev Group,,,,,,,,,,,,,,,,,0,0,500000,06/05/15,,,,0,500000,06/05/15
MyColorScreen,,,,,,,,,,,,,,,,,0,0,500000,01/07/13,,,,0,500000,01/07/13
MycoTechnology,27600000,15/10/15,,,,,,,,,,,,,,,0,0,,,,,,0,27600000,15/10/15
myCREOpoint,,,,,,,,,,,,,,,,,0,0,,,,,01/02/10,0,,01/02/10
Mycroft Business Solutions,,,,,,,,,,,,,,,,,0,0,100000,01/08/14,,,,0,100000,01/08/14
Mycroft Inc.,,,,,,,,,,,,,,,,,0,0,,,,,08/08/07,20000000,20000000,08/08/07
MyCrowd,,,,,,,,,,,,,,,,,0,0,150000,04/03/14,,,,0,150000,04/03/14
MyCube,,,8000000,24/05/11,,,,,,,,,,,,,0,0,,,,,,0,8000000,24/05/11
mycujoo,,,,,,,,,,,,,,,,,0,0,,,,,01/05/14,118039,118039,01/05/14
MyCustomizer,,,,,,,,,,,,,,,,,0,0,50349,01/12/12,,,,0,50349,01/12/12
MyCuteOffice,,,,,,,,,,,,,,,,,0,0,,13/05/15,,,,0,,13/05/15
mydeco,72646375,01/08/08,,,,,,,,,,,,,,,0,0,,,,,,0,72646375,01/08/08
MyDentist,,,,,24000000,17/06/15,,,,,,,,,,,0,0,,,,,01/01/13,20000000,44000000,23/06/14
Mydeo,,01/10/07,,,,,,,,,,,,,,,0,0,,,,,,0,,01/10/07
Mydish,,,,,,,,,,,,,,,,,0,0,,,,,13/03/08,771000,771000,13/03/08
MyDoc,,,,,,,,,,,,,,,,,0,0,,,,,29/08/14,0,,29/08/14
myDocket,21600000,06/03/13,,,,,,,,,,,,,,,0,0,,,,,,0,21600000,06/03/13
MyDocTime,,,,,,,,,,,,,,,,,0,0,,19/09/13,,,,0,,19/09/13
MyDROBE,,,,,,,,,,,,,,,,,0,0,300000,15/06/12,,,,0,300000,15/06/12
myeasydocs,,,,,,,,,,,,,,,,,0,0,1000000,24/09/14,,,,0,1000000,24/09/14
MyEdu,3200000,01/01/09,5500000,24/02/10,,,,,,,,,,,,,0,0,,,,,,0,8700000,29/07/09
MyEnergy,12000000,03/02/11,,,,,,,,,,,,,,,0,0,,,,,,0,12000000,03/02/11
myEnergyPlatform.com,,,,,,,,,,,,,,,,,0,0,,03/01/12,,,,0,,03/01/12
Myers Motors,,,,,,,,,,,,,,,,,0,0,250000,15/12/09,,,,0,250000,15/12/09
MyEye,,,,,,,,,,,,,,,,,0,0,3111992,22/07/15,,,,0,3111992,22/07/15
MyFab,3166600,12/04/08,14004000,12/06/09,,,,,,,,,,,,,0,0,,,,,,0,17170600,21/01/09
Myfacepage,,,,,,,,,,,,,,,,,0,0,1500000,01/05/07,,,,0,1500000,01/05/07
myFairPartner,,,,,,,,,,,,,,,,,0,0,,,,,01/01/09,2483872,2483872,01/01/09
MyFeelBack,,,,,,,,,,,,,,,,,0,0,,,,,18/09/14,3900000,3900000,18/09/14
MyFit,1000000,19/11/09,,,,,,,,,,,,,,,0,0,,,,,,0,1000000,19/11/09
MyFitnessPal,36000000,13/08/13,,,,,,,,,,,,,,,0,0,,,,,,0,36000000,13/08/13
MyFitnessWallet,,,,,,,,,,,,,,,,,0,0,2225000,22/10/13,,,,0,2285000,17/07/13
Myfixpert,,,,,,,,,,,,,,,,,0,0,,,,,,0,95127,01/03/15
MyForce,,,,,,,,,,,,,,,,,0,0,,,,,18/09/12,2000000,2000000,18/09/12
Myfox,,,,,,,,,,,,,,,,,0,0,8215624,27/03/13,,,,0,8215624,27/03/13
MyFrontSteps,3000000,07/08/08,,,,,,,,,,,,,,,0,0,,,,,,0,3000000,07/08/08
MyFuelUp,,,,,,,,,,,,,,,,,0,0,300000,27/01/14,,,,0,300000,27/01/14
mygall,,,,11/08/10,,,,,,,,,,,,,0,0,,,,,,0,,11/08/10
MyGoGames,,,,,,,,,,,,,,,,,0,0,1400000,30/07/14,,,,0,1400000,30/07/14
mygola,3000000,17/10/13,,,,,,,,,,,,,,,0,0,2000000,19/12/11,,,,0,5000000,17/11/12
MyGoodPoints,,,,,,,,,,,,,,,,,0,0,,01/02/10,,,,0,,01/02/10
MyHealthPal,,,,,,,,,,,,,,,,,0,0,2230260,27/03/15,,,,0,2230260,27/03/15
MyHealthTeams,16800000,12/02/14,25000000,02/11/15,,,,,,,,,,,,,0,0,8750000,14/08/12,,,,0,50550000,11/03/14
MyHeritage,4000000,01/01/04,25000000,19/03/07,,,30000000,06/09/08,100000000,28/11/12,,,,,,,0,0,,,,,,0,159000000,01/07/08
myhomemove,4310117,24/11/05,3872993,01/09/08,3191682,22/03/10,,,,,,,,,,,0,0,,,,,,0,11374792,05/04/08
Myhomepage Ltd.,,,,,,,,,,,,,,,,,0,0,660962,01/08/09,129478,01/01/12,06/11/09,483369,1373809,17/01/10
"Myhomepayge, Inc.",,,,,,,,,,,,,,,,,0,0,2600000,08/02/14,,,,0,2600000,08/02/14
MYI Diagnostics,,,,,,,,,,,,,,,,,0,0,,,,,04/09/15,0,,04/09/15
Myia,,,,,,,,,,,,,,,,,0,0,33333,03/06/15,,,,0,33333,03/06/15
myKnowtions,,,,,,,,,,,,,,,,,0,0,,,,,,0,,15/08/15
Mykonos Software,8000000,23/01/12,,,,,,,,,,,,,,,0,0,,,,,,0,8000000,23/01/12
Myla,,,,,,,,,,,,,,,,,0,0,,,,,09/10/07,0,,09/10/07
myLAB,,,,,,,,,,,,,,,,,0,0,1500000,01/07/15,,,,0,1500000,01/07/15
MyLabBox,,,,,,,,,,,,,,,,,0,0,,,,,01/06/15,260000,260000,01/06/15
MyLabYogi.com,,,,,,,,,,,,,,,,,0,0,,,,,16/09/14,0,,16/09/14
mylearnadfriend,,,,,,,,,,,,,,,,,0,0,,,153499,20/04/13,,0,153499,20/04/13
MyLife,25000000,01/04/07,,,,,,,,,,,,,,,0,0,,,,,,0,25000000,01/04/07
MyLikes,22400000,30/11/10,,,,,,,,,,,,,,,0,0,6930000,13/04/10,,,,0,29330000,13/06/10
MyLio,,01/05/14,,,,,,,,,,,,,,,0,0,,,,,,0,,01/05/14
MyLorry,,,,,,,,,,,,,,,,,0,0,,,,,17/01/14,0,,17/01/14
MyMedMatch,,,,,,,,,,,,,,,,,0,0,30000,01/06/13,,,,0,30000,01/06/13
MyMeds&Me,,,,,,,,,,,,,,,,,0,0,,,,,02/08/14,1296635,1296635,02/08/14
myMedScore,,,,,,,,,,,,,,,,,0,0,19615,26/02/13,,,,0,19615,26/02/13
MyMiniLife,,,,,,,,,,,,,,,,,0,0,60000,19/02/07,,,15/11/07,760000,820000,07/06/07
MyMoneyPlatform,,,,,,,,,,,,,,,,,0,0,,,75000,08/08/14,,0,75000,08/08/14
MyMusicTaste,,,,,,,,,,,,,,,,,0,0,800000,01/12/12,,,,0,800000,01/12/12
mymxlog,,,,,,,,,,,,,,,,,0,0,,,,,,0,289256,01/06/13
Myndlift,,,,,,,,,,,,,,,,,0,0,6160000,28/04/15,,,,0,6160000,28/04/15
Myndnet,,27/06/07,,,,,,,,,,,,,,,0,0,,,,,,0,,27/06/07
Mynet Inc.,,,,,,,,,,,,,,,,,0,0,,,,,05/02/15,12430652,12430652,05/02/15
MyNetwork LLC,,,,,,,,,,,,,,,,,0,0,500000,01/07/13,,,,0,500000,01/07/13
MyNewCar.in,,,,,,,,,,,,,,,,,0,0,250000,17/11/15,,,,0,250000,17/11/15
MyNewFinancialAdvisor,1500000,11/09/13,,,,,,,,,,,,,,,0,0,,,,,,0,1500000,11/09/13
MynewMD,,,,,,,,,,,,,,,,,0,0,,14/01/13,,,,0,,14/01/13
MyNewPlace,32000000,22/03/06,24000000,18/09/06,,,,,,,,,,,,,0,0,,,,,,0,56000000,21/05/06
MyNextRun,,,,,,,,,,,,,,,,,0,0,2913000,02/03/14,,,,0,2913000,02/03/14
Myngle,,,,,,,,,,,,,,,,,0,0,1100000,28/03/08,,,,0,2365800,15/09/08
MyNines,,,,,,,,,,,,,,,,,0,0,500000,19/04/10,,,,0,500000,19/04/10
Myntra,20000000,04/11/08,75000000,01/11/10,83000000,01/08/11,75000000,01/05/12,32000000,01/02/13,,,,,,,0,0,,01/01/07,,,10/11/13,250000000,535000000,28/06/11
Myocor,,,,,,,192000000,21/12/04,,,,,,,,,0,0,,,,,,0,192000000,21/12/04
Myogen,,,,,,,755200000,20/06/02,,,,,,,,,0,0,,,,,,0,755200000,20/06/02
MyoKardia,38000000,20/09/12,230000000,30/04/15,,,,,,,,,,,,,0,0,,,,,,0,268000000,22/11/14
MYOMO,,,5000000,13/05/15,,,,,,,,,,,,,0,0,,,,,,0,5000000,13/05/15
Myonsto.com,,,,,,,,,,,,,,,,,0,0,,,,,22/07/15,314000,314000,22/07/15
MyoPowers Medical Technologies,,,48000000,05/07/11,15185259,16/06/15,,,,,,,,,,,0,0,,,,,,0,63185259,25/06/13
MyOptique Group,,,43968711,21/04/09,93569308,01/03/14,,,,,,,,,,,0,0,,,,,,0,137538019,04/05/12
MyoScience,,,41600000,11/07/08,,,165000000,21/03/12,,,,,,,,,0,0,,,,,,0,206600000,30/07/10
MyOtherDrive,,,,,,,,,,,,,,,,,0,0,2000000,01/08/08,,,,0,2000000,01/08/08
Myows,,,,,,,,,,,,,,,,,0,0,,,,,01/01/08,0,,01/01/08
myParcelDelivery,,,,,,,,,,,,,,,,,0,0,847697,08/05/14,,,,0,847697,08/05/14
MyParichay,,,,,,,,,,,,,,,,,0,0,250000,01/10/11,,,,0,250000,01/10/11
MyPermissions,4000000,06/03/13,,,,,,,,,,,,,,,0,0,,,,,,0,4000000,06/03/13
MyPoolin,,,,,,,,,,,,,,,,,0,0,,02/06/15,,,,0,,02/06/15
MyPrepApp,,,,,,,,,,,,,,,,,0,0,19252,30/03/14,,,,0,19252,30/03/14
MyPRGenie,,01/09/09,,,,,,,,,,,,,,,0,0,,,,,11/02/15,0,,19/04/13
MyPrintCloud,,,,,,,,,,,,,,,,,0,0,1000000,01/11/11,,,,0,1000000,01/11/11
MyPublisher,,,62300000,01/09/07,,,,,,,,,,,,,0,0,,,,,,0,62300000,01/09/07
MYR,,,,,,,,,,,,,,,,,0,0,,,,,03/09/13,18335080,18335080,03/09/13
MyRealTrip,1958974,19/06/14,,24/08/15,,,,,,,,,,,,,0,0,40000,02/02/12,,,08/04/13,352159.1759,2351133.176,06/04/14
MyRefers,400000,15/10/14,,,,,,,,,,,,,,,0,0,,,,,,0,400000,15/10/14
MyRepublic,,,,,,,,,,,,,,,,,0,0,,,,,15/10/14,67675744,67675744,15/10/14
myRete,1787500,03/08/11,,,,,,,,,,,,,,,0,0,,,,,,0,1787500,03/08/11
Myriada Systems,,,,,,,,,,,,,,,,,0,0,,,,,21/07/14,0,,21/07/14
Myrio,,,,,,,,,,,,,,,,,0,0,,,,,08/06/02,118000000,118000000,08/06/02
Myrio Solution,,,,,,,,,,,,,,,,,0,0,198885,01/10/12,,,,0,198885,01/10/12
MyRoll,,,,,,,,,,,,,,,,,0,0,16000000,09/04/14,,,,0,16000000,09/04/14
MyRoomIn,,,,,,,,,,,,,,,,,0,0,889386,13/08/15,,,,0,889386,13/08/15
MyRugbyCV.Com,,,,,,,,,,,,,,,,,0,0,25000,01/03/12,,,,0,25000,01/03/12
mySBX,,,,,,,,,,,,,,,,,0,0,,,,31/08/08,,0,,31/08/08
mySchoolNotebook,,,,,,,,,,,,,,,,,0,0,,31/05/11,,,,0,,31/05/11
MyScienceWork,,,,,,,,,,,,,,,,,0,0,,,,,25/09/12,1372000,1372000,25/09/12
mySEASONS,31500000,31/01/00,,,,,,,,,,,,,,,0,0,,,,,,0,31500000,31/01/00
Myshaadi.in,,,,,,,,,,,,,,,,,0,0,,,,,01/04/12,0,,01/04/12
MyShape,,,,17/07/07,64500000,29/08/09,,,,,,,,,,,0,0,,,,,31/08/09,10500000,75000000,14/12/08
MyShowcase,,,,,,,,,,,,,,,,,0,0,,,,,24/02/15,3703874,3703874,24/02/15
Mysimax,,,,,,,,,,,,,,,,,0,0,,,,,11/09/15,200000,200000,11/09/15
MySiteApp,,,,,,,,,,,,,,,,,0,0,4750000,27/11/11,,,27/08/13,1000000,5750000,04/05/12
MySkillBase Technologies,,,,,,,,,,,,,,,,,0,0,,13/01/14,,,,0,,13/01/14
MySmartPrice,2000000,22/01/14,20000000,13/07/15,,,,,,,,,,,,,0,0,,,,,,0,22000000,17/10/14
MySocialCloud.com,,,,,,,,,,,,,,,,,0,0,3000000,16/03/12,,,,0,3000000,16/03/12
mySociety,,,,,,,,,,,,,,,,,0,0,,,,,06/07/10,575000,575000,06/07/10
MySpace,75580000,16/03/05,,,,,,,,,,,,,,,0,0,,,,,,0,75580000,16/03/05
mysportgroup,,,66317400,17/07/12,,,,,,,,,,,,,0,0,,,,,,0,66317400,17/07/12
Mysportsbrands,,,,16/08/10,,,,,,,,,,,,,0,0,,,,,,0,,16/08/10
MySQL,19800000,12/11/01,58500000,01/06/03,92500000,01/02/06,,,,,,,,,,,0,0,,,,,,0,170800000,22/03/03
MyStarAutograph,4180160,22/10/12,,,,,,,,,,,,,,,0,0,,,,,,0,4180160,22/10/12
MyStargo Enterprises LLC.,,,,,,,,,,,,,,,,,0,0,,,,,15/05/14,15000,15000,15/05/14
Mysterio,,,,,,,,,,,,,,,,,0,0,40000,07/03/12,,,,0,40000,07/03/12
Mystery Science,,,,,,,,,,,,,,,,,0,0,1500000,28/04/14,,,,0,1500000,28/04/14
Mysticom,,,,,,,,,,,,,,,,,0,0,,,,,12/10/01,280000000,280000000,12/10/01
MyStore,,,,,,,,,,,,,,,,,0,0,,,,,07/04/07,1120000,1120000,07/04/07
mySugr,,,,,,,,,,,,,,,,,0,0,18538062,05/09/14,,,01/01/12,0,18538062,18/04/14
mySupermarket,19900000,05/09/07,6000000,18/05/09,7400000,07/11/10,30000000,19/04/12,,,,,,,,,0,0,,,,,,0,63300000,04/08/09
MySupportAssistant,,,,,,,,,,,,,,,,,0,0,62013,01/09/13,,,,0,95737,31/12/13
MyTeamVoice,,,,,,,,,,,,,,,,,0,0,,12/07/13,,,,0,,12/07/13
MyTennisLessons,,,,,,,,,,,,,,,,,0,0,,15/10/13,,,,0,,15/10/13
mytheresa.com,,,,,,,,,,,,,,,,,0,0,,,,,19/01/10,0,,19/01/10
myThings,16000000,01/04/06,20000000,14/10/08,30000000,23/11/10,105000000,20/03/12,,,,,,,,,0,0,,,,,,0,174000000,06/07/10
Mythos,,,,,,,,,,,,,,,,,0,0,256872,11/08/10,,,28/02/12,147610,404482,30/12/10
MyTime,45000000,01/05/12,46250000,21/04/15,,,,,,,,,,,,,0,0,,,,,,0,91250000,27/01/13
MyTinks,,,,,,,,,,,,,,,,,0,0,76800,06/06/14,,,,0,76800,06/06/14
myTips,,,,,,,,,,,,,,,,,0,0,134000,09/05/14,,,,0,134000,09/05/14
myTomorrows,,,,,,,,,,,,,,,,,0,0,,,,,06/11/14,11221944,11221944,06/11/14
Mytonomy,,,,,,,,,,,,,,,,,0,0,,,,23/03/13,,0,,23/03/13
MyToons,,01/01/07,,22/07/08,,,,,,,,,,,,,0,0,,,,,,0,,12/10/07
Mytopia,6400000,01/03/09,,,,,,,,,,,,,,,0,0,,,,,,0,6400000,01/03/09
MyTrade,,,,,,,,,,,,,,,,,0,0,,,,,01/01/07,0,,01/01/07
Mytrah Energy,,,,,,,,,,,,,,,,,0,0,,,,,,0,120000000,16/04/15
MyTraining.pro,,,,,,,,,,,,,,,,,0,0,,,,,02/07/12,0,,02/07/12
mytrax,,,,,,,,,,,,,,,,,0,0,,01/08/11,,,,0,,01/08/11
MYTRND,,,,,,,,,,,,,,,,,0,0,,,,30/06/13,,0,,30/06/13
myTurn,,,,,,,,,,,,,,,,,0,0,17000,01/09/12,,,,0,17000,01/09/12
MyTwinPlace,,,,,,,,,,,,,,,,,0,0,,,,,30/04/13,55000,290992,20/02/14
MyUS.com,,,,,,,,,,,,,,,,,0,0,,,,04/09/12,,0,,04/09/12
MyVerse,,,,,,,,,,,,,,,,,0,0,800000,30/07/10,,,,0,800000,30/07/10
MyVR,,,,,,,,,,,,,,,,,0,0,15400000,28/09/12,,,,0,15400000,28/09/12
mywaves,9040000,12/07/06,,,,,,,,,,,,,,,0,0,,,,,,0,9040000,12/07/06
MyWealth,,,,,,,,,,,,,,,,,0,0,,,,,11/02/09,2000000,2000000,11/02/09
MyWebGrocer,,,,,,,,,,,,,,,,,0,0,,,,,05/08/09,74000000,74000000,16/11/10
myWebRoom,,,,,,,,,,,,,,,,,0,0,600000,25/11/12,1500000,04/09/14,,0,2100000,15/10/13
MyWebzz,,,,,,,,,,,,,,,,,0,0,170000,01/01/12,,,,0,470000,01/01/11
MyWerx,,,,,,,,,,,,,,,,,0,0,20656,01/09/13,,,,0,20656,01/09/13
mywinesdirect,4200000,15/11/06,,,,,,,,,,,,,,,0,0,,,,,,0,4200000,15/11/06
MyWishBoard,,,,,,,,,,,,,,,,,0,0,880000,27/05/13,,,,0,880000,27/05/13
Myworldwall,,,,,,,,,,,,,,,,,0,0,26000,03/02/15,,,,0,26000,03/02/15
Myxer,19500000,25/09/07,,,,,,,,,,,,,,,0,0,,,,,,0,19500000,25/09/07
myZamana,,,,,,,,,,,,,,,,,0,0,,,,,01/04/10,0,,01/04/10
Myze,,,,,,,,,,,,,,,,,0,0,160000,12/05/13,,,,0,160000,12/05/13
Mzinga,,,,,,,97500000,03/03/08,,,,,,,,,0,0,,,,,23/09/09,20004420,117504420,22/01/09
N Join,,,,,,,,,,,,,,,,,0,0,,10/09/15,,,,0,,10/09/15
N Toggle,11200000,03/02/15,,,,,,,,,,,,,,,0,0,,,,,,0,11200000,03/02/15
N-1-1,,,,,,,,,,,,,,,,,0,0,,,,,,0,40000,24/11/13
N-able Technologies,,,,,,,,,,,,,,,,,0,0,,,,05/10/11,,0,,05/10/11
N-Dimension Solutions,,,,,,,,,,,,,,,,,0,0,,,,,24/07/12,7700000,7700000,24/07/12
N-Dream AG,,,,,,,,,,,,,,,,,0,0,106022,01/01/15,,,,0,106022,01/01/15
N-of-One,,,,,,,,,,,,,,,,,0,0,,,,,16/12/13,1700000,1700000,16/12/13
N-Sided,378000,19/06/06,,,,,,,,,,,,,,,0,0,,,,,,0,378000,19/06/06
N-Trig,29000000,01/08/06,140000000,01/03/08,140000000,20/02/08,120000000,12/01/09,155342490,09/11/11,90000000,01/09/13,60000000,01/05/14,13200000,01/11/14,0,0,,,,,,0,752542490,23/02/11
N.thing,,,,,,,,,,,,,,,,,0,0,,01/09/14,,,,0,,01/09/14
N(i)Œ_,,,,,,,,,,,,,,,,,0,0,,,,,19/11/07,2500000,2500000,19/11/07
N/A,,,,,,,,,,,,,,,,,0,0,25000,01/03/12,,,,0,25000,01/03/12
N2 Broadband,7000000,01/06/01,,,,,,,,,,,,,,,0,0,,,,,,0,7000000,01/06/01
N2N Commerce,,,,,,,,,,,,,,,,,0,0,,,,,03/01/08,60000000,60000000,03/01/08
N3,,,,,,,,,,,,,,,,,0,0,,,,,02/11/15,35000000,35000000,02/11/15
N3TWORK,36000000,05/06/13,,,,,,,,,,,,,,,0,0,,,,,,0,36000000,05/06/13
N42,,,,,,,,,,,,,,,,,0,0,,01/05/14,,,,0,,01/05/14
N4G.com,,,,,,,,,,,,,,,,,0,0,,,,05/02/08,,0,,05/02/08
N4MD,,,,,,,,,,,,,,,,,0,0,25000,15/09/11,,,,0,25000,15/09/11
NA-KD.com - The next generation fashion marketplace,,,,,,,,,,,,,,,,,0,0,,,,,01/05/15,2350000,2350000,01/05/15
Naabo Solutions,,,,,,,,,,,,,,,,,0,0,,13/08/09,,,,0,,13/08/09
Naaptol,17000000,18/08/10,75000000,20/10/11,84000000,28/04/15,206800000,24/11/15,,,,,,,,,0,0,,,,,,0,382800000,18/12/13
Naartjie,,,,,,,,,,,,,,,,,0,0,,,,,19/08/08,15000000,15000000,19/08/08
naaya,,,,,,,,,,,,,,,,,0,0,400000,30/05/12,,01/05/13,,0,400000,09/01/13
Naboomboo,,,,,,,,,,,,,,,,,0,0,,07/09/15,,,,0,,07/09/15
Nabriva Therapeutics,,,960000000,07/04/15,,,,,,,,,,,,,0,0,,,,,,0,960000000,07/04/15
Nabsys,8000000,05/05/09,14000000,10/03/10,10000000,14/09/11,105149925,13/03/13,,,,,,,,,0,0,,,,,,0,137149925,18/04/11
Naco Technologies Ltd,,,,,,,,,,,,,,,,,0,0,128572,18/08/10,,,03/09/13,761018,889590,29/11/12
Naf Naf Grill,,,,,,,,,,,,,,,,,0,0,,,,09/06/15,,0,,09/06/15
Nafasi Systems,,,,,,,,,,,,,,,,,0,0,40000,25/07/13,,,,0,40000,25/07/13
"Nagisa,inc.",1000000,30/10/12,1000000,15/05/14,,,,,,,,,,,,,0,0,65000,07/03/11,,,,0,2065000,16/10/12
Naia Pharmaceuticals,5300000,19/10/15,,,,,,,,,,,,,,,0,0,,,,,,0,5300000,19/10/15
Naiku,,,,,,,,,,,,,,,,,0,0,,21/10/11,,,13/04/14,1010000,1010000,15/01/13
Nail the Deal,,,,,,,,,,,,,,,,,0,0,,10/02/12,,,,0,,10/02/12
NailSnaps,,,,,,,,,,,,,,,,,0,0,300000,01/01/14,,,,0,300000,01/01/14
Naja,,,,,,,,,,,,,,,,,0,0,,,,,10/12/14,0,,10/12/14
Nakaya Microdevices,,,,,,,,,,,,,,,,,0,0,,,,,09/04/08,14360000,14360000,09/04/08
